id,feature1,feature2,category,date_col,missing_data_num,missing_data_cat,outlier_feature,target
0,64.80303180552141,129.2341640958961,cat_0,2023-01-01,1.0,B,1000.0,1
1,24.545446253893044,81.48872040668228,cat_1,2023-01-02,3.0,A,-0.3266627584501871,0
2,71.75613826485358,119.58882611734712,cat_2,2023-01-03,2.0,C,0.057117840551174894,1
3,77.68213672402811,66.95696188865728,cat_3,2023-01-04,3.0,B,0.2848252786236364,1
4,67.34197289114327,112.5346208011376,cat_4,2023-01-05,5.0,nan,-0.5554447928650015,0
5,61.44994602551925,59.40129238532619,cat_0,2023-01-06,3.0,B,0.02186574218222265,0
6,89.24690939520117,159.21267080157332,cat_1,2023-01-07,3.0,A,0.7873225056465234,1
7,7.862671098975804,70.50111546236938,cat_2,2023-01-08,,A,0.12953963920604702,0
8,33.09147657801952,133.05512678674847,cat_3,2023-01-09,,nan,0.04278290212432007,1
9,24.828747963084595,36.76163584072405,cat_4,2023-01-10,1.0,A,0.494180214280795,1
10,98.80139620654217,139.05869283053454,cat_0,2023-01-11,,B,0.6667060608586094,0
11,38.93897796668735,51.68079653658998,cat_1,2023-01-12,4.0,B,-0.0626158186129225,0
12,73.26126992403988,113.05884034872545,cat_2,2023-01-13,4.0,B,-0.4741810570781488,1
13,68.47251638810046,151.16004866739934,cat_3,2023-01-14,1.0,C,0.18920330347423522,1
14,21.208123747737773,90.00085507216103,cat_4,2023-01-15,4.0,A,-1.5939637298232994,1
15,23.899768021155133,48.54165446270334,cat_0,2023-01-16,1.0,nan,-0.21032199550385486,1
16,28.12845635530341,124.84062535679607,cat_1,2023-01-17,2.0,C,-2.4715599083142608,0
17,41.112727825937924,57.950930050672596,cat_2,2023-01-18,1.0,A,-1.6757917834365006,1
18,23.43250656505268,79.78772004013857,cat_3,2023-01-19,2.0,C,-1.8261858494167107,0
19,1.9651482746847804,113.27313297478636,cat_4,2023-01-20,1.0,C,1.0473517424530512,0
20,87.93930568071954,168.03380180538528,cat_0,2023-01-21,2.0,B,0.013981815969324855,1
21,96.5609831380884,101.32766768997344,cat_1,2023-01-22,2.0,C,-1.2620490232163346,0
22,34.15703870315679,101.14287549225618,cat_2,2023-01-23,5.0,nan,0.4910660434453565,0
23,33.85068794254729,136.87564468114257,cat_3,2023-01-24,,A,0.9886544793665183,1
24,0.7091812774370987,102.51859483364984,cat_4,2023-01-25,1.0,B,0.5084855561473737,0
25,68.02506883303741,131.7765099916449,cat_0,2023-01-26,,A,-0.1887101284925862,0
26,82.54398957486288,153.92667730314736,cat_1,2023-01-27,3.0,C,0.23248661841936719,1
27,14.660830036000316,83.61314248660003,cat_2,2023-01-28,,nan,0.9014965331427323,1
28,15.966634936715074,-63.75053169567278,cat_3,2023-01-29,4.0,B,-0.4692458376626558,1
29,79.00832499714377,59.103645320726685,cat_4,2023-01-30,3.0,B,0.029866923257825532,1
30,61.629074835414464,160.43410054176513,cat_0,2023-01-31,3.0,B,-0.2571930446064312,1
31,4.486055762771701,98.31176093011729,cat_1,2023-02-01,3.0,A,-1.6134158526524858,1
32,62.25469904622817,83.04348645360506,cat_2,2023-02-02,1.0,A,0.9165681806443017,1
33,30.891772284376607,158.3392496601604,cat_3,2023-02-03,1.0,C,2.05727186499401,0
34,36.872515547084596,94.9337541885052,cat_4,2023-02-04,2.0,A,-0.8737946212411899,0
35,76.97314182968802,-4.626660287457796,cat_0,2023-02-05,3.0,C,0.9626802348862991,1
36,81.09351926726106,24.734896949582833,cat_1,2023-02-06,1.0,B,-0.8419937797616007,0
37,40.03566268398306,120.93240104084529,cat_2,2023-02-07,1.0,C,0.1327878150770647,0
38,94.71529360063548,96.65545292026368,cat_3,2023-02-08,5.0,B,1.5080122737897765,1
39,40.64627179520722,172.7328239414611,cat_4,2023-02-09,,A,-0.520438985392111,0
40,77.18360352301099,63.33656580979116,cat_0,2023-02-10,4.0,B,-0.014686414391873468,1
41,48.38772645642591,84.52496189981028,cat_1,2023-02-11,4.0,C,-1.8015029965080767,0
42,89.7532326522084,55.774846346999006,cat_2,2023-02-12,1.0,A,-0.6642043439462315,1
43,90.77612436501786,73.97029111597736,cat_3,2023-02-13,1.0,C,-1.9062723220007058,0
44,8.741680787108386,5.404804937318801,cat_4,2023-02-14,1.0,B,0.4291781198749986,0
45,93.64933313102257,80.7157667974734,cat_0,2023-02-15,3.0,nan,0.8316375589515773,0
46,82.55348415204156,97.4065568115049,cat_1,2023-02-16,3.0,A,-0.22163488657080457,1
47,79.13107143126669,93.1834578767158,cat_2,2023-02-17,4.0,C,0.28588696725679236,0
48,20.091133968552242,207.47766318664048,cat_3,2023-02-18,5.0,A,-0.3257304552504472,0
49,80.51192087546649,191.67422885884906,cat_4,2023-02-19,3.0,C,0.7405453658744364,1
50,-500.0,62.45502645194573,cat_0,2023-02-20,1.0,C,0.12946193512519885,1
51,28.915033445415094,-2.196834732629796,cat_1,2023-02-21,1.0,A,-1.9856633558035592,0
52,95.22600783623237,95.03998235342216,cat_2,2023-02-22,4.0,nan,0.9399808180928202,0
53,4.986014639916425,118.82550690853103,cat_3,2023-02-23,1.0,B,-0.3895427945831535,0
54,14.990925324713967,56.97579633085824,cat_4,2023-02-24,,A,-1.2703794712084044,0
55,53.75811380515143,59.45121830371385,cat_0,2023-02-25,4.0,C,-0.43893397234400294,1
56,57.579247112230966,179.1277484656266,cat_1,2023-02-26,2.0,A,-1.9020696485464397,0
57,64.51500833009034,87.1224214427348,cat_2,2023-02-27,5.0,B,-1.2498893112390432,0
58,1.6969129315466458,133.11250928478694,cat_3,2023-02-28,3.0,C,0.14294961011538876,1
59,96.03667746221302,53.48471510727775,cat_4,2023-03-01,,A,0.2267116863405662,0
60,4.458809273414399,97.15297706376035,cat_0,2023-03-02,5.0,A,0.30643883425516816,0
61,14.306195272340238,83.18308231827436,cat_1,2023-03-03,1.0,A,0.003209867763497622,0
62,1.401451752605698,66.2313380598356,cat_2,2023-03-04,2.0,A,-0.6928651234720118,1
63,56.685843329409465,157.76502057608462,cat_3,2023-03-05,2.0,B,-0.054459139460565284,1
64,93.22668839209723,30.5561495183493,cat_4,2023-03-06,,C,-0.43720744694788527,0
65,66.59471660804643,115.00284127556448,cat_0,2023-03-07,2.0,A,-1.625781598075184,0
66,82.26574684804274,82.24391722547506,cat_1,2023-03-08,1.0,B,-0.7724149910105881,1
67,1.3281203458580082,120.74122410179372,cat_2,2023-03-09,2.0,B,0.8895412311690245,0
68,54.20152984797261,82.92116838908213,cat_3,2023-03-10,2.0,A,1.5882941520549443,0
69,45.95629775055219,143.35965309594695,cat_4,2023-03-11,4.0,A,0.6512750441186885,1
70,49.8967944220793,53.01487008739241,cat_0,2023-03-12,4.0,C,1.5436977609924138,1
